2	2	0.000000
2	4	0.000000
2	8	0.000000
2	16	0.000000
2	32	0.000000
4	2	0.000000
4	4	0.000000
4	8	0.000000
4	16	0.000000
4	32	0.000000
8	2	0.000000
8	4	0.000000
8	8	0.000000
8	16	0.000000
8	32	0.000000
16	2	0.000000
16	4	0.000000
16	8	0.000000
16	16	0.000000
16	32	0.000000
32	2	0.000000
32	4	0.000000
32	8	0.000000
32	16	0.000001
32	32	0.000000
