2	2	312317.225000
2	4	307306.788235
2	8	322063.895522
2	16	317995.720000
2	32	302853.066667
4	2	309736.090909
4	4	322482.432099
4	8	305765.115385
4	16	320325.358974
4	32	304699.731707
8	2	299698.347222
8	4	330646.544304
8	8	311401.338710
8	16	307306.788235
8	32	319016.573034
16	2	313296.275862
16	4	335910.971831
16	8	305765.115385
16	16	318549.719512
16	32	329188.115942
32	2	316270.607595
32	4	312317.225000
32	8	309736.090909
32	16	127368.112150
32	32	324485.428571
