2	2	0.040080
2	4	0.040060
2	8	0.040058
2	16	0.040044
2	32	0.040031
4	2	0.020476
4	4	0.020465
4	8	0.020469
4	16	0.020491
4	32	0.020505
8	2	0.010886
8	4	0.010883
8	8	0.010892
8	16	0.010896
8	32	0.010913
16	2	0.007394
16	4	0.007342
16	8	0.007360
16	16	0.007357
16	32	0.007344
32	2	0.008151
32	4	0.007771
32	8	0.007569
32	16	0.007495
32	32	0.007622
