2	2	1.927336
2	4	1.928264
2	8	1.928371
2	16	1.929068
2	32	1.929671
4	2	3.772580
4	4	3.774511
4	8	3.773911
4	16	3.769773
4	32	3.767174
8	2	7.096273
8	4	7.098081
8	8	7.091778
8	16	7.089256
8	32	7.078354
16	2	10.446719
16	4	10.521399
16	8	10.495803
16	16	10.499372
16	32	10.517778
32	2	9.476951
32	4	9.940494
32	8	10.206012
32	16	10.306944
32	32	10.134299
