# ntreads	blocks		time
1		2		0.2
1		4		0.1
1		8		0.2
1		16		0.1
2		2		0.5
2		4		0.5
2		8		0.5
2		16		0.5
3		2		0.7
3		4		0.8
3		8		0.7
3		16		0.8
4		2		0.5
4		4		0.5
4		8		0.5
4		16		0.5
